sitc,x,y,cluster,sitc_name,n_prod,cluster_cl
5335,7.0198493,-7.241753,52.0,"Glazes, driers, putty etc",17.0,14.0
54,1.7047765,1.5994264,,,,
5411,-1.617937,10.921527,47.0,Provitamins and vitamins,14.0,10.0
5413,-1.7102708,10.028245,47.0,"Antibiotics, not put up as medicaments",14.0,10.0
5414,-1.2047229,10.301166,47.0,"Vegetable alkaloids and derivatives, not put up as medicaments",14.0,10.0
5415,-1.3203288,9.857226,47.0,"Hormones, natural, or reproduce by synthesis, in bulk",14.0,10.0
5416,-1.1666318,11.771803,55.0,"Glycosides, glands, antisera, vaccines and similar products",19.0,10.0
5417,6.7201233,-7.6942835,113.0,Medicaments (including veterinary medicaments),18.0,14.0
5419,6.595308,-7.3164477,113.0,"Pharmaceutical goods, other than medicaments",18.0,14.0
55,2.703709,11.442122,,,,
5513,18.684998,5.284627,17.0,"Essential oil, resinoid, etc",7.0,4.0
5514,-1.728529,11.3094,47.0,"Mixtures of odoriferous substances, used in perfumery, food etc",14.0,10.0
5530,7.5788217,-7.1854167,52.0,"Perfumery, cosmetics, toilet preparations, etc",17.0,14.0
5541,8.1716,-6.8796744,52.0,"Soaps, organic products and preparations for use as soap",17.0,14.0
5542,7.391685,-8.040588,52.0,"Organic surface-active agents, nes",17.0,14.0
5543,7.868081,-7.090931,52.0,"Polishes and creams, for furniture, floors, footwear, metals etc",17.0,14.0
56,3.0033302,11.345896,,,,
5621,7.7712383,-4.5702024,53.0,"Mineral or chemical fertilizers, nitrogenous",7.0,14.0
5622,7.6541758,-4.7501593,53.0,"Mineral or chemical fertilizers, phosphatic",7.0,14.0
5623,7.3995423,-4.390712,53.0,"Mineral or chemical fertilizer, potassic",7.0,14.0
5629,7.0668654,-4.6655765,53.0,"Fertilizers, nes",7.0,14.0
57,3.7305663,11.259675,,,,
5721,-1.2664223,1.8803362,54.0,Propellent powders and other prepared explosives,2.0,15.0
5722,-1.0055971,1.7479303,54.0,"Fuses, caps, igniters, detonators",2.0,15.0
5723,2.1347232,11.200775,94.0,Pyrotechnic articles,30.0,10.0
58,3.1701913,10.276903,,,,
5821,-0.21179676,11.7809305,55.0,Phenoplasts,19.0,10.0
5822,-0.46150947,11.8234005,55.0,Aminoplasts,19.0,10.0
5823,-0.79263043,11.639164,55.0,Alkyds and other polyesters,19.0,10.0
5824,-0.52270555,11.525952,55.0,Polyamides,19.0,10.0
5825,-0.15788126,12.069031,55.0,Polyurethanes,19.0,10.0
5826,-0.84424376,11.387052,55.0,Epoxide resins,19.0,10.0
5827,0.004357815,11.605273,56.0,Silicones,3.0,10.0
5828,0.49849486,11.383124,56.0,"Ion exchangers of the condensation, polycondensation etc",3.0,10.0
5829,-1.1706004,12.242963,55.0,"Other condensation, polycodensation or polyaddition products",19.0,10.0
5831,0.9747939,10.305456,46.0,Polyethylene,7.0,10.0
5832,-0.2950716,12.285562,55.0,Polypropylene,19.0,10.0
5833,-0.61502457,12.012026,55.0,Polystyrene and its copolymers,19.0,10.0
5834,0.9150188,11.650837,57.0,Polyvinyl chloride,11.0,10.0
5835,-0.51604867,11.250652,55.0,Copolymers of vinyl chloride and vinyl acetate,19.0,10.0
5836,-0.75622344,12.576935,55.0,Acrylic and methaacrylic polymers; acrylo-methacrylic copolymers,19.0,10.0
5837,-1.3256822,11.481318,55.0,Polyvinyl acetate,19.0,10.0
5838,0.25417018,11.386333,56.0,Ion exchangers of the polymerization or copolymerization type,3.0,10.0
5839,-0.26504517,12.616008,55.0,Other polymerization and copolymarization products,19.0,10.0
5841,0.16803002,12.4545965,57.0,Regenerated cellulose,11.0,10.0
5842,0.98130155,11.909104,57.0,Cellulose nitrates,11.0,10.0
5843,0.35214925,11.878772,57.0,Cellulose acetates,11.0,10.0
5849,0.9730382,12.262802,57.0,Other chemical derivatives of cellulose; vulcanized fibre,11.0,10.0
5851,6.877979,-6.9297976,113.0,Modified natural resins etc; derivatives of natural rubber,18.0,14.0
5852,6.9913244,-7.499356,113.0,"Other artificial plastic materials, nes",18.0,14.0
59,2.6018674,11.016378,,,,
5911,-0.506629,10.104376,58.0,"Insecticides, for sale by retail or as preparations",6.0,10.0
5912,-0.08307052,9.747876,58.0,"Fungicides, for sale by retail or as preparation",6.0,10.0
5913,-0.03199768,10.049838,58.0,"Herbicides, for sale by retail or as preparation",6.0,10.0
5914,-0.5575664,9.772446,58.0,"Disinfectants, etc, for sale by retail or as preparation",6.0,10.0
5921,16.488276,-3.5006883,18.0,"Starches, insulin and wheat gluten",3.0,0.0
5922,17.534777,-4.795049,4.0,Albuminoid substances; glues,10.0,0.0
5981,0.5567956,12.297489,57.0,Woods and resin-based chemical products,11.0,10.0
5982,-3.3248959,0.9615077,95.0,"Anti-knock preparation, anti-corrosive; viscosity improvers; etc",29.0,15.0
5983,-0.65856004,10.625878,59.0,"Organic chemical products, nes",5.0,10.0
5989,-0.9303012,11.8964205,55.0,"Chemical products and preparations, nes",19.0,10.0
6,21.563433,5.1113477,,,,
60,13.57159,1.0817251,,,,
61,11.461406,4.5110164,,,,
6112,8.041732,-5.8743296,72.0,"Composition leather, in slabs, sheets or rolls",6.0,14.0
6113,13.631772,2.2349076,20.0,Calf leather,4.0,5.0
6114,14.021127,2.405597,20.0,Leather of other bovine cattle and equine leather,4.0,5.0
6115,13.72362,0.7170113,60.0,Sheep and lamb skin leather,4.0,5.0
6116,13.938047,1.2161672,60.0,Leather of other hides or skins,4.0,5.0
6118,14.39962,1.2918605,60.0,"Leather, specially dressed or finished, nes",4.0,5.0
6121,9.16721,7.2727313,61.0,"Articles of leather use in machinery or mechanical appliances, etc",3.0,17.0
6122,9.04792,7.5595555,61.0,"Saddlery and harness, of any material, for any kind of animal",3.0,17.0
6123,8.813192,8.117151,108.0,Parts of footwear of any material except metal and asbestos,16.0,17.0
6129,8.87042,7.1046796,61.0,Other articles of leather or of composition leather,3.0,17.0
6130,9.603311,-5.0038657,107.0,"Furskins, tanned or dressed; pieces of furskin, tanned or dressed",12.0,14.0
62,1.0435927,1.9928607,,,,
6210,-3.1028671,-0.13848199,95.0,Materials of rubber,29.0,15.0
6251,-1.9872109,2.256514,62.0,"Tires, pneumatic, new, for motor cars",5.0,15.0
6252,-2.1824868,2.4011495,62.0,"Tires, pneumatic, new, for buses and lorries",5.0,15.0
6253,-2.3441026,2.1778767,62.0,"Tires, pneumatic, new, for aircraft",5.0,15.0
6254,-2.1602097,1.9430361,62.0,"Tires, pneumatic, new, for motorcycles and bicycles",5.0,15.0
6259,-2.4952772,2.3837838,62.0,"Other tires, tire cases, tire flaps and inner tubes, etc",5.0,15.0
6281,7.8159523,11.4286175,114.0,"Hygienic, pharmaceutical articles of unhardened vulcanized rubber",10.0,12.0
6282,-3.309163,0.55190915,95.0,"Transmission, conveyor or elevator belts, of vulcanized rubber",29.0,15.0
6289,8.519369,-4.8339734,106.0,"Other articles of rubber, nes",12.0,14.0
63,16.069677,6.5220423,,,,
6330,10.560406,3.094443,24.0,Cork manufactures,2.0,3.0
6341,16.386246,6.358337,63.0,"Wood sawn lengthwise, veneer sheets etc, up to 5 mm in thickness",6.0,11.0
6342,16.60529,5.9776444,63.0,Plywood consisting solely of sheets of wood,6.0,11.0
6343,10.39246,-5.6606073,107.0,Improved wood and reconstituted wood,12.0,14.0
6344,16.190254,6.0227914,63.0,"Wood-based panels, nes",6.0,11.0
6349,15.837773,5.6799235,63.0,"Wood, simply shaped, nes",6.0,11.0
6351,8.906642,-6.786488,88.0,"Wood packing cases, boxes, cases, crates, etc, complete",21.0,14.0
6352,8.867097,-4.5125465,106.0,"Casks, barrels; other coopers products and parts, including staves",12.0,14.0
6353,9.803712,-4.7876134,107.0,Builders` carpentry and joinery (including prefabricated),12.0,14.0
6354,9.942484,-5.2812953,107.0,Manufactures of wood for domestic or decorative use,12.0,14.0
6359,10.02624,-5.5413666,107.0,"Manufactured articles of wood, nes",12.0,14.0
64,7.6925664,-6.4269934,,,,
6411,15.10418,6.4856224,26.0,Newsprint,6.0,11.0
6412,0.5057771,0.51853365,92.0,"Printing paper and writing paper, in rolls or sheets",41.0,15.0
6413,7.5110407,-6.123448,64.0,"Kraft paper and paperboard, in rolls or sheets",10.0,14.0
6415,7.1215515,-6.157737,64.0,"Paper and paperboard, in rolls or sheets, nes",10.0,14.0
6416,10.427433,-5.208765,107.0,Fibre building board of wood or other vegetable material,12.0,14.0
6417,6.834477,-6.092939,64.0,"Paper and paperboard, creped, crinkled, etc, in rolls or sheets",10.0,14.0
6418,7.0836325,-6.5004253,64.0,"Paper and paperboard, coated, impregnated, etc, in rolls or sheets",10.0,14.0
6419,-0.30712295,3.2503443,93.0,"Converted paper and paperboard, nes",16.0,15.0
6421,7.3569713,-7.3689165,52.0,"Packing containers, box files, etc, of paper, used in offices",17.0,14.0
6422,6.414023,-6.2760067,113.0,Correspondence stationary,18.0,14.0
6423,7.217299,-5.946101,64.0,"Registers, exercise books, file and book covers, etc, of paper",10.0,14.0
6424,6.5629706,-5.9313097,64.0,"Paper and paperboard cut to size or shape, nes",10.0,14.0
6428,7.0583935,-6.795618,64.0,"Articles of paper pulp, paper, paperboard or cellulose wadding, nes",10.0,14.0
65,9.566181,7.281406,,,,
6511,7.953888,9.878485,65.0,Silk yarn and spun from noil or waste; silkworm gut,3.0,12.0
6512,8.76761,-6.009357,33.0,Yarn of wool or animal hair (including wool tops),4.0,14.0
6513,6.560197,10.807762,66.0,Cotton yarn,5.0,12.0
6514,6.80803,9.26123,67.0,"Yarn 85% of synthetic fibres, not for retail; monofil, strip, etc",7.0,12.0
6515,6.9157305,9.791344,67.0,"Yarn containing 85% or more of synthetic fibres, put up for retail",7.0,12.0
6516,6.2683573,9.945196,67.0,Yarn containing less than 85% of discontinuous synthetic fibres,7.0,12.0
6517,6.6600513,9.707181,67.0,"Yarn of regenerated fibres, not for retail, monofil, strip, etc",7.0,12.0
6518,6.371867,9.483599,67.0,"Yarn of regenerated fibres, put up for retail sale",7.0,12.0
6519,7.9227085,9.513607,65.0,"Yarn of textile fibres, nes",3.0,12.0
6521,6.226042,10.361972,66.0,"Cotton fabrics, woven, unbleached, not mercerized",5.0,12.0
6522,6.4670534,10.543511,66.0,"Cotton fabrics, woven, bleached, dyed, etc, or otherwise finished",5.0,12.0
6531,8.399526,10.347086,68.0,"Fabrics, woven, of continuous synthetic textile materials",9.0,12.0
6532,8.506902,10.02645,68.0,"Fabrics, woven, 85% plus of discontinuous synthetic fibres",9.0,12.0
6534,8.72428,10.6598425,68.0,"Fabrics, woven, less 85% of discontinuous synthetic fibres",9.0,12.0
6535,7.629651,9.446922,69.0,"Fabric, woven of continuous regenerated textile materials",4.0,12.0
6536,7.4776773,9.81352,69.0,"Fabrics, woven, 85% plus of discontinuous regenerated fibres",4.0,12.0
6538,7.3825912,9.200069,69.0,"Fabrics, woven, less 85% of discontinuous regenerated fibres",4.0,12.0
6539,8.029025,10.280483,68.0,"Pile and chenille fabrics, woven, of man-made fibres",9.0,12.0
6541,7.694269,9.905008,65.0,"Fabrics, woven, of silk, of noil or other waste silk",3.0,12.0
6542,8.988452,-5.8555155,70.0,"Fabrics, woven, 85% plus of sheep's or lambs' wool or of fine hair",2.0,14.0
6543,9.156051,-5.6656003,70.0,"Fabrics, woven, of sheep's or lambs' wool or of fine hair, nes",2.0,14.0
6544,7.2600975,9.694603,69.0,"Fabrics, woven, of flax or of ramie",4.0,12.0
6545,8.816674,10.27583,68.0,"Fabrics, woven of jute or other textile bast fibres of heading 2640",9.0,12.0
6546,1.2278137,0.029794853,92.0,"Fabrics of glass fibre (including narrow, pile fabrics, lace, etc)",41.0,15.0
6549,8.161862,10.510818,68.0,"Fabrics, woven, nes",9.0,12.0
6551,8.462104,10.808136,71.0,"Knitted etc, not elastic nor rubberized, of synthetic fibres",3.0,12.0
6552,8.171231,10.765224,71.0,"Knitted, not elastic nor rubberized, of fibres other than synthetic",3.0,12.0
6553,8.605838,11.146726,71.0,"Knitted or crocheted fabrics, elastic or rubberized",3.0,12.0
6560,8.283124,9.547413,68.0,"Tulle, lace, embroidery, ribbons, trimmings and other small wares",9.0,12.0
6571,6.049313,-6.075662,113.0,"Felt, articles of felt, nes, whether or not impregnated or coated",18.0,14.0
6572,7.627086,-5.684419,72.0,"Bonded fibre fabrics, etc, whether or not impregnated or coated",6.0,14.0
6573,7.773938,-6.136329,72.0,"Coated or impregnated textile fabrics and products, nes",6.0,14.0
6574,8.206068,9.947003,68.0,Elastic fabrics and trimming (not knitted or crocheted),9.0,12.0
6575,10.748755,7.434512,73.0,"Twine, cordage, ropes and cables and manufactures thereof",7.0,17.0
6576,9.587011,6.9442306,79.0,"Hat shapes, hat-forms, hat bodies and hoods",4.0,17.0
6577,0.39115286,-0.005431098,92.0,"Wadding, wicks and textiles fabrics for use in machinery or plant",41.0,15.0
6579,7.5447655,-5.906085,72.0,Special products of textile materials,6.0,14.0
6581,11.230735,7.4721704,73.0,"Bags, sacks of textile materials, for the packing of goods",7.0,17.0
6582,10.599376,7.0186243,73.0,"Tarpaulins, sails, tents, camping goods, etc, of textile fabrics",7.0,17.0
6583,11.279968,7.139093,73.0,"Travelling rugs, blankets (non electric), not knitted or crocheted",7.0,17.0
6584,10.748723,6.6689386,73.0,"Linens and furnishing articles of textile, not knitted or crocheted",7.0,17.0
6589,11.149823,6.756373,73.0,"Other made-up articles of textile materials, nes",7.0,17.0
6591,-0.22645736,0.16376157,92.0,Linoleum and similar floor covering,41.0,15.0
6592,10.750581,2.526002,74.0,"Carpets, carpeting and rugs, knotted",2.0,3.0
6593,11.229871,2.838738,74.0,"Kelem, Schumacks and Karamanie rugs and the like",2.0,3.0
6594,8.51321,-5.5127363,75.0,"Carpets, rugs, mats, of wool or fine animal hair",3.0,14.0
6595,8.7398815,-5.3461533,75.0,"Carpets, rugs, mats, of man-made textile materials, nes",3.0,14.0
6596,8.494558,-5.2307134,75.0,"Carpets, rugs, mats, of other textile materials, nes",3.0,14.0
6597,10.151203,8.207542,76.0,"Plaits, plaited products for all uses; straw envelopes for bottles",4.0,17.0
66,9.198074,7.687103,,,,
6611,7.791838,-7.972777,52.0,"Lime, quick, slaked and hydraulic (no calcium oxide or hydroxide)",17.0,14.0
6612,7.165893,-5.676872,81.0,Cement,6.0,14.0
6613,10.212047,-4.754513,107.0,"Building and monumental stone, worked, and articles thereof",12.0,14.0
6618,8.63445,-6.859753,88.0,"Construction materials, of asbestos-cement or fibre-cements, etc",21.0,14.0
6623,-3.024804,0.6509506,95.0,Refractory bricks and other refractory construction materials,29.0,15.0
6624,10.59373,-4.6965985,107.0,"Non-refractory ceramic bricks, tiles, pipes and similar products",12.0,14.0
6631,0.11507058,0.18620326,92.0,"Hand polishing stone, grindstones, grinding wheels, etc",41.0,15.0
6632,-0.24620914,0.51829135,92.0,"Abrasive power or grain, on a base of woven fabrics",41.0,15.0
6633,9.250565,-6.611096,88.0,"Manufactures of mineral materials, nes (other than ceramic)",21.0,14.0
6635,1.2612801,-0.39746916,92.0,"Wool; expanding or insulating mineral materials, nes",41.0,15.0
6637,-2.645069,-0.17819154,95.0,"Refractory goods, nes",29.0,15.0
6638,-3.4263492,1.9307319,102.0,Manufactures of asbestos; friction materials,14.0,15.0
6639,0.8178096,0.019383268,92.0,"Articles of ceramic materials, nes",41.0,15.0
6641,-3.06204,0.99225914,95.0,"Glass in the mass, in balls, rods or tubes (nonoptical); waste",29.0,15.0
6642,7.9710455,-6.3601093,77.0,Optical glass and elements of optical glass (unworked),3.0,14.0
6643,10.023445,6.8295197,78.0,"Drawn or blown glass (flashed glass), unworked, in rectangles",3.0,17.0
6644,-3.000734,2.4986129,102.0,"Glass, cast, rolled, etc, surface-ground, but no further worked",14.0,15.0
6645,10.344182,6.9551783,78.0,"Cast, rolled glass (flashed or wired), unworked, in rectangles",3.0,17.0
6646,9.837701,-6.173167,88.0,"Bricks, tiles, etc of pressed or moulded glass, used in building",21.0,14.0
6647,-3.8306928,2.5660522,102.0,"Safety glass consisting of toughened or laminated glass, cut or not",14.0,15.0
6648,9.156518,-4.324608,106.0,"Glass mirror, unframed, framed or backed",12.0,14.0
6649,9.927928,-6.44956,88.0,"Glass, nes",21.0,14.0
6651,7.087086,-7.8428,52.0,Bottles etc of glass,17.0,14.0
6652,9.28941,-4.948628,106.0,"Glassware (other than heading 66582), for indoor decoration",12.0,14.0
6658,7.771367,10.77775,115.0,"Articles made of glass, nes",5.0,12.0
6664,9.651316,6.652339,79.0,Porcelain or china house ware,4.0,17.0
6665,9.956572,6.4063053,79.0,"Articles of domestic or toilet purposes, of other kind of pottery",4.0,17.0
6666,9.1952095,6.7543592,79.0,"Ornaments, personal articles of porcelain, china, or ceramic, nes",4.0,17.0
6671,7.2991915,11.139502,111.0,"Pearls, not mounted, set or strung",5.0,12.0
6672,10.205426,7.6239023,80.0,"Diamonds (non-industrial), not mounted or set",2.0,17.0
6673,20.156948,5.0279756,30.0,"Precious and semi-precious stones, not mounted, set or strung",5.0,4.0
6674,7.0258646,11.262883,111.0,Synthetic or reconstructed precious or semi-precious stones,5.0,12.0
67,9.022377,7.0433736,,,,
6712,20.742117,9.842225,50.0,"Pig iron, cast iron, spiegeleisen, in pigs, blocks, lumps, etc",3.0,7.0
6713,-0.4398229,10.553734,59.0,"Iron and steel powders, shot or sponge",5.0,10.0
6716,20.439201,10.072912,50.0,Ferro-alloys,3.0,7.0
6724,7.733134,-4.208018,82.0,"Puddled bars, pilings; ingots, blocks, lumps, etc, of iron or steel",13.0,14.0
6725,8.124041,-4.151419,82.0,"Blooms, billets, slabs and sheet bars, of iron or steel",13.0,14.0
6727,8.801848,-3.6583998,82.0,Iron or steel coils for re-rolling,13.0,14.0
6731,7.3129425,-5.2509894,81.0,Wire rod of iron or steel,6.0,14.0
6732,6.9146585,-5.666112,81.0,"Bars, rods (not wire rod), from iron or steel; hollow mining drill",6.0,14.0
6733,7.062399,-5.241359,81.0,"Angles, shapes, sections and sheet piling, of iron or steel",6.0,14.0
6741,8.5063505,-4.161957,82.0,Universal plates of iron or steel,13.0,14.0
6744,7.9819474,-3.4147213,82.0,"Sheet, plates, rolled of thickness 4,75mm plus, of iron or steel",13.0,14.0
6745,9.204645,-3.8380423,82.0,"Sheet, plates, rolled of thickness 3mm to 4,75mm, of iron or steel",13.0,14.0
6746,8.8545065,-3.2506886,82.0,"Sheet, plates, rolled of thickness less 3mm, of iron or steel",13.0,14.0
6747,8.560115,-3.8963664,82.0,"Tinned sheets, plates of steel (not of high carbon or alloy steel)",13.0,14.0
6749,7.92141,-3.8411055,82.0,"Other sheet and plates, of iron or steel, worked",13.0,14.0
6750,8.255895,-3.7911086,82.0,"Hoop and strip of iron or steel, hot-rolled or cold-rolled",13.0,14.0
6760,-2.1792653,0.089434676,95.0,"Rails and railway track construction materials, of iron or steel",29.0,15.0
6770,6.651791,-5.493624,81.0,"Iron or steel wire (excluding wire rod), not insulated",6.0,14.0
6781,-2.071281,1.3001275,83.0,"Tubes and pipes, of cast iron",3.0,15.0
6782,-2.1021643,1.5647968,83.0,"Seamless tubes, pipes; blanks for tubes and pipes, of iron or steel",3.0,15.0
6783,9.51696,-6.528045,88.0,"Other tubes and pipes, of iron or steel",21.0,14.0
6784,-2.2736118,1.69939,83.0,High-pressure hydro-electric conduit of steel,3.0,15.0
6785,9.1605625,-6.942941,88.0,"Tube and pipes fittings, of iron or steel",21.0,14.0
6793,8.968091,-6.211482,88.0,"Steel and iron forging and stampings, in the rough state",21.0,14.0
6794,9.038361,-6.4649115,88.0,"Castings of iron or steel, in rough state",21.0,14.0
68,9.783617,7.210065,,,,
6811,17.326584,8.0083065,84.0,"Silver, unwrought, unworked, or semi-manufactured",4.0,13.0
6812,-2.0034103,3.1042666,48.0,"Metals of platinum group, unwrought, unworked, or semi-manufactured",8.0,15.0
6821,16.609056,8.607955,87.0,"Copper and copper alloys, refined or not, unwrought",4.0,13.0
6822,8.424342,-3.424838,82.0,"Copper and copper alloys, worked",13.0,14.0
6831,20.280207,10.387182,85.0,"Nickel and nickel alloys, unwrought",4.0,7.0
6832,20.622292,10.628624,85.0,"Nickel and nickel alloys, worked",4.0,7.0
6841,7.5423107,-3.829903,82.0,"Aluminium and aluminium alloys, unwrought",13.0,14.0
6842,5.5204587,-7.248035,113.0,"Aluminium and aluminium alloys, worked",18.0,14.0
6851,17.122532,8.3188095,84.0,"Lead, and lead alloys, unwrought",4.0,13.0
6852,0.13786793,11.776197,57.0,"Lead and lead alloys, worked",11.0,10.0
6861,16.175142,8.5644655,87.0,"Zinc and zinc alloys, unwrought",4.0,13.0
6863,8.420318,-6.794114,88.0,Zinc and zinc alloys worked,21.0,14.0
6871,17.578356,7.4049172,86.0,"Tin and tin alloys, unwrought",3.0,9.0
6872,17.563562,6.709319,86.0,Tin and tin alloys worked,3.0,9.0
6880,20.897614,9.246288,51.0,"Uranium depleted in U235, thorium, and alloys, nes; waste and scrap",3.0,7.0
6891,0.8466432,0.7532631,92.0,"Tungsten, molybdenum, tantalum, magnesium, unwrought; waste, scrap",41.0,15.0
6899,16.367414,8.960417,87.0,"Base metals, nes and cermets, unwrought (including waste and scrap)",4.0,13.0
69,9.293286,7.082736,,,,
6911,9.811107,-6.817249,88.0,"Structures and parts of, of iron, steel; plates, rods, and the like",21.0,14.0
6912,9.202285,-6.137954,88.0,"Structures and parts of, of aluminium; plates, rods, and the like",21.0,14.0
6921,8.97496,-7.4646764,88.0,"Iron, steel, aluminium reservoirs, tanks, etc, capacity 300 lt plus",21.0,14.0
6924,6.834511,-6.441028,64.0,"Cask, drums, etc, of iron, steel, aluminium, for packing goods",10.0,14.0
6931,7.578279,-5.4032717,72.0,"Wire, cables, cordage, ropes, plaited bans, sling and the like",6.0,14.0
6932,6.808997,-5.0565114,81.0,Barbed iron or steel wire: fencing wire,6.0,14.0
6935,9.388608,-7.3229494,88.0,"Gauze, cloth, grill, netting, reinforced fabric and the like",21.0,14.0
6940,-2.553969,0.5473769,95.0,"Nails, screws, nuts, bolts, rivets, etc, of iron, steel or copper",29.0,15.0
6951,6.132565,-6.51715,113.0,"Hand tools, used in agriculture, horticulture or forestry",18.0,14.0
6953,-0.3487563,-0.04038756,92.0,Other hand tools,41.0,15.0
6954,-2.8258312,0.43038186,95.0,"Interchangeable tools for hand or machine tools (tips, blades, etc)",29.0,15.0
6960,8.687261,9.706673,68.0,Cutlery,9.0,12.0
6973,-1.1109554,2.6330426,100.0,"Domestic, non-electric, heating, cooking apparatus, and parts, nes",10.0,15.0
6974,8.731176,-4.763003,106.0,"Base metal domestic articles, nes, and parts thereof, nes",12.0,14.0
6975,9.043818,-4.7039886,106.0,"Base metal indoors sanitary ware, and parts thereof, nes",12.0,14.0
6978,-1.2190536,1.07341,112.0,"Household appliances, decorative article, etc, of base metal, nes",6.0,15.0
6991,8.373327,-4.405576,106.0,"Locksmiths wares, safes, etc, and hardware, nes, of base metal",12.0,14.0
6992,0.008859873,0.438405,92.0,"Chain and parts thereof, of iron or steel",41.0,15.0
6993,8.377728,-4.6407275,106.0,"Pins, needles, etc, of iron, steel; metal fittings for clothing",12.0,14.0
6994,-2.6243808,0.15513495,95.0,"Springs and leaves for springs, of iron, steel or copper",29.0,15.0
6996,6.1181655,-6.8315496,113.0,Miscellaneous articles of base metal,18.0,14.0
6997,8.555948,-7.238814,88.0,"Articles of iron or steel, nes",21.0,14.0
6998,6.030856,-7.7804246,113.0,"Articles, nes, of copper, nickel, aluminium, lead, zinc and tin",18.0,14.0
6999,15.772773,8.5738125,87.0,"Other base metal manufactures, nes; and of cermets",4.0,13.0
7,21.758776,5.4691205,,,,
70,8.506147,-6.014638,,,,
71,9.804733,7.569447,,,,
7111,-0.1878972,1.4187038,89.0,Steam and other vapour-generated boilers; super-heated water boiler,4.0,15.0
7112,-0.27493668,1.7339119,89.0,Auxiliary plant for boilers of heading 7111; condensers,4.0,15.0
7119,-0.5584824,1.6937894,89.0,"Parts, nes of boilers and auxiliary plant of headings 7111 and 7112",4.0,15.0
7126,-2.29027,0.92010343,95.0,"Steam power units (mobile engines but not steam tractors, etc)",29.0,15.0
7129,0.63373375,-0.2590902,92.0,"Parts, nes of steam power units",41.0,15.0
7131,-1.4904157,0.9076242,90.0,"Internal combustion piston engines, for aircraft, and parts, nes",5.0,15.0
7132,-3.5147426,2.3884544,102.0,"Motor vehicles piston engines, headings: 722; 78; 74411 and 95101",14.0,15.0
7133,0.438411,0.24147916,92.0,"Internal combustion piston engines, marine propulsion",41.0,15.0
7138,-2.798913,0.86120117,95.0,"Internal combustion piston engines, nes",29.0,15.0
7139,-3.752344,1.9585735,102.0,"Piston engines parts, nes, falling in headings: 7132, 7133 and 7138",14.0,15.0
7144,-1.9612092,0.93961203,90.0,Reaction engines,5.0,15.0
7148,-1.7431746,0.7531715,90.0,"Gas turbines, nes",5.0,15.0
7149,-1.5606486,0.5538521,90.0,"Parts, nes of the engines and motors of group 714 and item 71888",5.0,15.0
7161,-0.062493086,2.298068,93.0,"Motors and generators, direct current",16.0,15.0
7162,-0.061066628,2.6180062,93.0,"Electric motors, generators (not direct current); generating sets",16.0,15.0
7163,1.768836,11.382306,94.0,Rotary converters,30.0,10.0
7169,0.04993844,-0.09553736,92.0,"Parts, nes, of rotating electric plant",41.0,15.0
7187,-2.1271725,0.6930308,95.0,"Nuclear reactors, and parts thereof, nes",29.0,15.0
7188,1.5016751,10.732057,94.0,"Engines and motors, nes (wind, hot air engines, water wheel, etc)",30.0,10.0
72,8.018194,-5.6171765,,,,
