sitc,x,y,cluster,sitc_name,n_prod,cluster_cl
7211,-3.0650258,0.21457893,95.0,"Agricultural and horticultural machinery for soil preparation, etc",29.0,15.0
7212,1.2691803,10.382786,94.0,"Harvesting and threshing machines; fodder presses, etc; parts nes",30.0,10.0
7213,1.2299542,10.721077,94.0,"Dairy machinery, nes (including milking machines), and parts nes",30.0,10.0
7219,1.9382224,10.205675,94.0,"Agricultural machinery and appliances, nes, and parts thereof, nes",30.0,10.0
7223,-2.500907,1.3047334,95.0,Track-laying tractors,29.0,15.0
7224,-2.792749,1.512697,95.0,"Wheeled tractors (other than those falling in heading 74411, 7832)",29.0,15.0
7233,0.26830792,2.3322968,93.0,"Road rollers, mechanically propelled",16.0,15.0
7234,-0.33452725,2.334431,93.0,"Construction and mining machinery, nes",16.0,15.0
7239,0.6041057,2.2540805,93.0,"Parts, nes of machinery and equipment of headings 72341 to 72346",16.0,15.0
7243,8.059979,10.998961,115.0,"Sewing machines, furniture, needles etc, and parts thereof, nes",5.0,12.0
7244,-1.9582978,3.3832119,91.0,Machines for extruding man-made textile; other textile machinery,10.0,15.0
7245,-1.6943407,3.6668377,91.0,"Weaving, knitting, etc, machines, machines for preparing yarns, etc",10.0,15.0
7246,-1.6518811,3.2291586,91.0,Auxiliary machinery for use with those of headings 72451 to 72453,10.0,15.0
7247,-1.078069,3.8369763,91.0,"Textile machinery, nes for cleaning, cutting, etc, and parts nes",10.0,15.0
7248,-0.50690794,0.42140225,92.0,"Machinery for preparing, tanning, working leather, etc; parts nes",41.0,15.0
7251,0.23994327,0.58259207,92.0,"Machinery for making, finishing cellulose pulp, paper or paperboard",41.0,15.0
7252,2.6798067,10.429215,94.0,"Machinery for making paper pulp, paper, paperboard; cutting machines",30.0,10.0
7259,2.7814221,10.817372,94.0,"Parts, nes of the machines falling within heading 725",30.0,10.0
7263,1.3539028,11.664218,94.0,"Machinery, accessories for type-setting, for printing blocks, etc",30.0,10.0
7264,1.5666542,11.911135,94.0,Printing presses,30.0,10.0
7267,1.8248396,11.633119,94.0,Other printing machinery; machines for uses ancilliary to printing,30.0,10.0
7268,1.2132616,1.1103653,92.0,"Bookbinding machinery; parts thereof, nes",41.0,15.0
7269,1.9619184,12.095464,94.0,"Parts, nes of machines falling within headings 72631, 7264, 7267",30.0,10.0
7271,2.2524524,9.954907,94.0,"Machinery for the grain milling industry; working cereals, parts",30.0,10.0
7272,1.8212657,10.591885,94.0,"Other food-processing machinery and parts thereof, nes",30.0,10.0
7281,0.19193745,1.1651051,92.0,"Machine-tools for specialized industries; parts or accessories, nes",41.0,15.0
7283,0.11623287,1.9879972,93.0,"Other mineral working machinery; and parts thereof, nes",16.0,15.0
7284,0.74683475,0.255396,92.0,"Machinery for specialized industries and parts thereof, nes",41.0,15.0
73,12.4719515,4.3495417,,,,
7361,-0.15464234,1.1439779,92.0,Metal cutting machine-tools,41.0,15.0
7362,-0.15701675,0.84238714,92.0,Metal forming machine-tool,41.0,15.0
7367,-1.5399307,3.9950478,91.0,"Other machines-tools for working metal or metal carbides, nes",10.0,15.0
7368,0.8232331,-0.55163753,92.0,"Work holders, dividing heads for machine-tools, etc; tool holders",41.0,15.0
7369,0.9708326,-0.21560784,92.0,"Parts, nes of and accessories for machine-tools of heading 736",41.0,15.0
7371,0.14111543,0.8254581,92.0,"Metallurgy and metal foundry equipment, and parts thereof, nes",41.0,15.0
7372,-2.2979622,0.4326018,95.0,"Rolling mills, rolls therefor, and parts, nes of rolling mills",29.0,15.0
7373,0.9353533,0.4366144,92.0,"Welding, brazing, cutting, etc machines and appliances, parts, nes",41.0,15.0
74,10.584542,2.074515,,,,
7411,0.8468716,1.207681,92.0,"Gas generators, and parts, nes of gas generators",41.0,15.0
7412,1.4039764,10.00312,94.0,"Furnace burners; mechanical stokers, etc, and parts thereof, nes",30.0,10.0
7413,0.574667,0.80810773,92.0,"Industrial and laboratory furnaces and ovens, etc, parts, nes",41.0,15.0
7414,1.5299606,11.236973,94.0,"Non-domestic refrigerators and refrigerating equipment, parts, nes",30.0,10.0
7415,2.2814174,6.588108,97.0,"Air conditioning machines and parts thereof, nes",10.0,16.0
7416,0.4998536,1.0720398,92.0,"Machinery, plant, laboratory equipment for heating and cooling, nes",41.0,15.0
7421,-2.5408955,0.83935523,95.0,Reciprocating pumps (other than those of heading 74281),29.0,15.0
7422,0.019284964,2.9533217,93.0,Centrifugal pumps (other than those of heading 74281),16.0,15.0
7423,-3.170841,1.4296021,95.0,Rotary pumps (other than those of heading 74281),29.0,15.0
7428,0.09544301,1.6422118,93.0,Other pumps for liquids and liquid elevators,16.0,15.0
7429,0.3819909,-0.3071564,92.0,"Parts, nes of pumps and liquids elevators falling in heading 742",41.0,15.0
7431,-2.9511964,1.2741089,95.0,"Air pumps, vacuum pumps and air or gas compressors",29.0,15.0
7432,0.3839507,-0.64544433,92.0,"Parts, nes of the pumps and compressor falling within heading 7431",41.0,15.0
7433,-0.22673249,-0.4311629,92.0,"Free-piston generators for gas turbines and parts thereof, nes",41.0,15.0
7434,-0.64229846,2.9090111,100.0,"Fans, blowers and the like, and parts thereof, nes",10.0,15.0
7435,1.2361636,11.054739,94.0,Centrifuges,30.0,10.0
7436,-2.6797197,1.140595,95.0,"Filtering and purifying machinery, apparatus for liquids and gases",29.0,15.0
7439,0.068746805,-0.43340558,92.0,"Parts, nes of the machines falling within headings 7435 and 7436",41.0,15.0
7441,0.5543251,3.0350592,93.0,"Work trucks, of the type use in factories, dock areas, etc",16.0,15.0
7442,0.32466936,2.6937203,93.0,"Lifting, handling, loading machinery, telphers and conveyors",16.0,15.0
7449,0.1587317,3.2880726,93.0,"Parts, nes of the machinery falling within heading 7442",16.0,15.0
7451,0.50060105,1.8668482,93.0,"Power hand tools, pneumatic or non-electric, and parts thereof, nes",16.0,15.0
7452,1.9412179,11.037657,94.0,"Other non-electrical machines and parts thereof, nes",30.0,10.0
7491,-3.4361222,1.2336894,95.0,"Ball, roller or needle roller bearings",29.0,15.0
7492,-3.570092,-0.143141,95.0,"Cocks, valves and similar appliances, for pipes boiler shells, etc",29.0,15.0
7493,-3.7824175,1.181217,95.0,"Shaft, crank, bearing housing, pulley and pulley blocks, etc",29.0,15.0
7499,-3.8218837,0.29965252,95.0,"Other non-electric parts and accessories of machinery, nes",29.0,15.0
75,8.310478,-5.63646,,,,
7511,1.2109184,0.33713794,92.0,Typewriters; cheque-writing machines,41.0,15.0
7512,1.6624217,5.889833,96.0,"Calculating, accounting, cash registers, ticketing, etc, machines",7.0,16.0
7518,1.8004832,5.5123925,96.0,"Office machines, nes",7.0,16.0
7521,1.5675964,6.401642,96.0,Analogue and hybrid data processing machines,7.0,16.0
7522,2.6075926,6.801722,97.0,Complete digital data processing machines,10.0,16.0
7523,1.3995667,6.0950212,96.0,Complete digital central processing units; digital processors,7.0,16.0
7524,1.2076173,6.5197444,96.0,"Digital central storage units, separately consigned",7.0,16.0
7525,1.4881697,5.4248757,96.0,"Peripheral units, including control and adapting units",7.0,16.0
7528,1.2155151,5.7616234,96.0,"Off-line data processing equipment, nes",7.0,16.0
7591,2.9250908,6.6756635,97.0,"Parts, nes of and accessories for machines of headings 7511 or 7518",10.0,16.0
7599,3.1801586,6.8834844,97.0,"Parts, nes of and accessories for machines of headings 7512 and 752",10.0,16.0
76,12.075501,4.8445625,,,,
7611,1.8215909,5.0472913,98.0,"Television receivers, colour",10.0,16.0
7612,2.0903664,5.352312,98.0,"Television receivers, monochrome",10.0,16.0
7621,2.7697086,5.679759,98.0,Radio receivers for motor-vehicles,10.0,16.0
7622,3.2105193,5.569369,98.0,Portable radio receivers,10.0,16.0
7628,2.5000973,5.58412,98.0,Other radio receivers,10.0,16.0
7631,2.8934703,5.0984883,98.0,"Gramophones and record players, electric",10.0,16.0
7638,2.2648315,4.9190288,98.0,"Other sound recording and reproducer, nes; video recorders",10.0,16.0
7641,2.570139,5.956185,99.0,Electrical line telephonic and telegraphic apparatus,3.0,16.0
7642,2.6797748,4.7837615,98.0,Microphones; loud-speakers; audio-frequency electric amplifiers,10.0,16.0
7643,2.2509227,5.981145,99.0,"Television, radio-broadcasting; transmitters, etc",3.0,16.0
7648,1.9776454,5.811884,99.0,"Telecommunications equipment, nes",3.0,16.0
7649,2.1983948,6.82527,97.0,"Parts, nes of and accessories for apparatus falling in heading 76",10.0,16.0
77,8.255514,-6.057785,,,,
7711,-0.2638247,1.999279,93.0,"Transformers, electrical",16.0,15.0
7712,0.016861916,-0.85595584,92.0,"Other electric power machinery, parts, nes",41.0,15.0
7721,-0.56374454,1.0201933,110.0,"Switches, relays, fuses, etc; switchboards and control panels, nes",10.0,15.0
7722,2.4457693,7.079173,97.0,"Printed circuits, and parts thereof, nes",10.0,16.0
7723,2.8495917,7.200979,97.0,"Fixed, variable resistors, other than heating resistors, parts, nes",10.0,16.0
7731,8.091842,-6.6406565,77.0,"Insulated electric wire, cable, bars, etc",3.0,14.0
7732,-0.6015897,-0.37152296,92.0,Electrical insulating equipment,41.0,15.0
7741,2.6698623,11.304263,94.0,Electro-medical equipment,30.0,10.0
7742,3.033546,11.146543,94.0,"X-ray apparatus and equipment; accessories; and parts, nes",30.0,10.0
7751,-1.3448353,2.6625185,100.0,"Household laundry equipment, nes",10.0,15.0
7752,-1.5164813,2.765473,100.0,Domestic refrigerators and freezers,10.0,15.0
7753,1.6272674,10.322347,94.0,Domestic dishwashing machines,30.0,10.0
7754,-1.0995213,3.0354917,100.0,"Electric shavers and hair clippers, parts thereof, nes",10.0,15.0
7757,-1.3323859,3.0517693,100.0,"Domestic electro-mechanical appliances; and parts thereof, nes",10.0,15.0
7758,-0.8880925,2.8836982,100.0,"Electro-thermic appliances, nes",10.0,15.0
7761,2.84418,6.1736083,101.0,"Television picture tubes, cathode ray",5.0,16.0
7762,3.4264183,5.9592366,101.0,Other electronic valves and tubes,5.0,16.0
7763,2.9982014,5.90352,101.0,"Diodes, transistors, photocells, etc",5.0,16.0
7764,3.1184669,6.29496,101.0,Electronic microcircuits,5.0,16.0
7768,3.3953571,6.4687157,101.0,"Crystals, and parts, nes of electronic components of heading 776",5.0,16.0
7781,1.8810339,7.349495,97.0,"Batteries and electric accumulators, and parts thereof, nes",10.0,16.0
7782,9.419843,-4.402133,106.0,Electric filament lamps and discharge lamps; arc-lamps,12.0,14.0
7783,-3.2694547,2.300058,102.0,"Automotive electrical equipment; and parts thereof, nes",14.0,15.0
7784,1.1439319,0.7666328,92.0,"Electro-mechanical hand tools, and parts thereof, nes",41.0,15.0
7788,1.9715443,7.017432,97.0,"Other electrical machinery and equipment, nes",10.0,16.0
78,11.966269,4.0750146,,,,
7810,-2.8421557,3.0904195,102.0,Passenger motor vehicles (excluding buses),14.0,15.0
7821,-3.1549053,3.0847208,102.0,Motor vehicles for the transport of goods or materials,14.0,15.0
7822,-0.3390212,2.861322,93.0,Special purpose motor lorries and vans,16.0,15.0
7831,-2.8105073,2.7339296,102.0,Public service type passenger motor vehicles,14.0,15.0
7832,-3.458909,3.3067167,102.0,Road tractors for semi-trailers,14.0,15.0
7841,-4.03411,2.2328317,102.0,"Chassis fitted with engines, for vehicles of headings 722, 781-783",14.0,15.0
7842,-3.89195,3.0686457,102.0,"Bodies, for vehicles of headings 722, 781-783",14.0,15.0
7849,-3.5531042,2.8476255,102.0,"Other parts and accessories, for vehicles of headings 722, 781-783",14.0,15.0
7851,-2.0484376,3.923734,91.0,"Motorcycles, auto-cycles; side-cars of all kind, etc",10.0,15.0
7852,7.259433,11.5063715,114.0,"Cycles, not motorized",10.0,12.0
7853,-0.8897445,2.5749419,100.0,"Invalid carriages; parts, nes of articles of heading 785",10.0,15.0
7861,9.497936,-6.965256,88.0,Trailers and transports containers,21.0,14.0
7868,8.869086,-7.137417,88.0,"Other not mechanically propelled vehicles; and parts, nes",21.0,14.0
79,11.414067,4.146841,,,,
7911,-2.7778623,1.7222021,103.0,"Rail locomotives, electric",6.0,15.0
7912,-3.0941446,1.7474022,103.0,Other rail locomotives; tenders,6.0,15.0
7913,-2.858493,2.1208818,103.0,"Mechanically propelled railway, tramway, trolleys, etc",6.0,15.0
7914,-2.658894,1.9813014,103.0,"Railway, tramway passenger coaches, etc, not mechanically propelled",6.0,15.0
7915,-2.7252152,2.3865182,103.0,"Railway and tramway freight, etc, not mechanically propelled",6.0,15.0
7919,-2.4498692,1.9037077,103.0,"Railway track fixtures, and fittings, etc, parts nes of heading 791",6.0,15.0
7921,-1.3153242,2.09037,104.0,Helicopters,5.0,15.0
7922,-1.6469753,2.422994,104.0,Aircraft of an unladen weight not exceeding 2000 kg,5.0,15.0
7923,-1.6854748,1.9148763,104.0,Aircraft of an unladen weight from 2000 kg to 15000 kg,5.0,15.0
7924,-1.7129157,2.150842,104.0,Aircraft of an unladen weight exceeding 15000 kg,5.0,15.0
7928,-1.4858087,2.2695374,104.0,"Aircraft, nes and associated equipment",5.0,15.0
7929,-1.8975036,0.4185597,90.0,"Parts, nes of the aircraft of heading 792",5.0,15.0
7931,-0.54306483,2.1274707,105.0,Warships,3.0,15.0
7932,0.77102256,2.6225631,93.0,"Ships, boats and other vessels",16.0,15.0
7933,-0.8162494,2.2261038,105.0,"Ships, boats and other vessels for breaking up",3.0,15.0
7938,-0.6984091,1.8904066,105.0,"Tugs, special purpose vessels and floating structures",3.0,15.0
8,15.779048,-3.4560046,,,,
80,11.881173,4.639904,,,,
81,7.375681,-5.556759,,,,
8121,1.6100154,-0.22275433,92.0,"Central heating equipment, not electrically heated, parts, nes",41.0,15.0
8122,8.715029,-5.0429845,106.0,Ceramic plumbing fixtures,12.0,14.0
8124,8.69123,-4.3678703,106.0,"Lighting fixture and fittings, lamps, lanterns, and parts, nes",12.0,14.0
82,8.033401,-4.4447093,,,,
8211,9.791594,-4.4279733,107.0,"Chairs and other seats; and parts thereof, nes",12.0,14.0
8212,10.170167,-4.3243275,107.0,"Furniture for medical, surgical, dental or veterinary practice",12.0,14.0
8219,10.061564,-5.0454354,107.0,"Other furniture and parts thereof, nes",12.0,14.0
83,1.1237319,1.5428123,,,,
8310,9.391305,8.18305,108.0,"Travel goods, handbags etc, of leather, plastics, textile, others",16.0,17.0
84,16.701685,8.222137,,,,
8421,9.311084,7.7747774,108.0,"Men's and boys' outerwear, textile fabrics not knitted or crocheted; overcoats and other coats",16.0,17.0
8422,9.454941,8.568508,108.0,"Men's and boys' outerwear, textile fabrics not knitted or crocheted; suits",16.0,17.0
8423,10.019074,8.592182,108.0,"Men's and boys' outerwear, textile fabrics not knitted or crocheted; trousers, breeches and the like",16.0,17.0
8424,9.087473,7.9564133,108.0,"Men's and boys' outerwear, textile fabrics not knitted or crocheted; jackets, blazers and the like",16.0,17.0
8429,10.199574,8.996802,108.0,"Men's and boys' outerwear, textile fabrics not knitted or crocheted; other outer garments",16.0,17.0
8431,8.734054,7.6697965,108.0,"Womens, girls, infants outerwear, textile, not knitted or crocheted; coats and jackets",16.0,17.0
8432,9.878852,8.255274,108.0,"Womens, girls, infants outerwear, textile, not knitted or crocheted; suits and costumes",16.0,17.0
8433,9.16927,8.376009,108.0,"Womens, girls, infants outerwear, textile, not knitted or crocheted; dresses",16.0,17.0
8434,9.563285,8.04409,108.0,"Womens, girls, infants outerwear, textile, not knitted or crocheted; skirts",16.0,17.0
8435,9.116542,8.852479,108.0,"Womens, girls, infants outerwear, textile, not knitted or crocheted; blouses",16.0,17.0
8439,9.714982,8.454434,108.0,"Womens, girls, infants outerwear, textile, not knitted or crocheted; other outer garments of textile fabrics, not knitted, crocheted",16.0,17.0
8441,10.664338,8.306652,109.0,"Under garments of textile fabrics, not knitted or crocheted; mens and boys shirts",11.0,17.0
8442,10.488576,8.481062,109.0,"Under garments of textile fabrics, not knitted or crocheted; mens, boys under garments; other than shirts",11.0,17.0
8443,9.497124,8.9959955,108.0,"Under garments of textile fabrics, not knitted or crocheted; womens, girls, infants under garments, textile, not knitted, etc",16.0,17.0
8451,10.95392,8.074297,109.0,"Outerwear knitted or crocheted, not elastic nor rubberized; jerseys, pullovers, slip-overs, cardigans, etc",11.0,17.0
8452,10.935732,8.41996,109.0,"Outerwear knitted or crocheted, not elastic nor rubberized; womens, girls, infants, suits, dresses, etc, knitted, crocheted",11.0,17.0
8459,10.579813,8.026765,109.0,"Outerwear knitted or crocheted, not elastic nor rubberized; other, clothing accessories, non-elastic, knitted or crocheted",11.0,17.0
8461,11.08784,8.734705,109.0,"Under-garments, knitted or crocheted; of wool or fine animal hair, not elastic nor rubberized",11.0,17.0
8462,10.959236,7.6531124,109.0,"Under-garments, knitted or crocheted; of cotton, not elastic nor rubberized",11.0,17.0
8463,11.179829,7.896795,109.0,"Under-garments, knitted or crocheted; of synthetic fibres not elastic nor rubberized",11.0,17.0
8464,11.347743,8.350128,109.0,"Under-garments, knitted or crocheted; of other fibres, not elastic nor rubberized",11.0,17.0
8465,10.649771,8.848448,109.0,"Corsets, garters, etc, not knitted or crocheted, elastic or not",11.0,17.0
8471,-1.6858723,1.3678699,112.0,"Clothing accessories, of textile fabrics, not knitted or crocheted",6.0,15.0
8472,11.5086,7.9399533,109.0,"Clothing accessories, knitted or crocheted, nes",11.0,17.0
8481,9.808102,8.852864,108.0,"Articles of apparel, clothing accessories of leather",16.0,17.0
8482,8.078078,11.485534,114.0,"Articles of apparel, clothing accessories of plastic or rubber",10.0,12.0
8483,10.357335,6.570798,78.0,Fur clothing (not headgear) and other articles made of furskins,3.0,17.0
8484,7.580367,12.184836,114.0,"Headgear and fitting thereof, nes",10.0,12.0
85,-8.736406,2.252359,,,,
8510,8.841222,8.533323,108.0,Footwear,16.0,17.0
86,17.318163,7.0960507,,,,
87,16.365107,8.234953,,,,
8710,1.130815,-0.8046555,92.0,Optical instruments and apparatus,41.0,15.0
8720,2.7624974,11.680984,94.0,"Medical instruments and appliances, nes",30.0,10.0
8731,-0.8736372,0.746696,110.0,"Gas, liquid and electricity supply or production meters; etc",10.0,15.0
8732,-3.580323,0.74416214,95.0,Counting devices non-electrical; stroboscopes,29.0,15.0
8741,-1.171483,0.5771796,110.0,"Surveying, navigational, compasses, etc, instruments, nonelectrical",10.0,15.0
8742,-1.6154844,0.083553106,110.0,"Drawing, marking-out and mathematical calculating instruments, etc",10.0,15.0
8743,-0.75962234,0.5161437,110.0,"Gas, liquid control instruments and apparatus, non-electrical",10.0,15.0
8744,-1.1514127,-0.08218206,110.0,"Nonmechanical or electrical instruments for physical, etc, analysis",10.0,15.0
8745,-1.3374887,0.33540097,110.0,"Measuring, controlling and scientific instruments, nes",10.0,15.0
8748,-0.9564686,0.2481096,110.0,"Electrical measuring, controlling, etc, instruments, apparatus, nes",10.0,15.0
8749,-0.46304703,0.80778176,110.0,"Parts, nes, and accessories of headings 873, 8743, 87454 or 8748",10.0,15.0
88,8.4240265,-6.2946067,,,,
8811,2.8619337,5.3773074,98.0,"Photographic cameras, flashlight apparatus, parts, accessories, nes",10.0,16.0
8812,2.131987,11.691532,94.0,"Cinematographic cameras, projectors, etc, parts, accessories, nes",30.0,10.0
8813,0.6325569,-0.90469134,92.0,"Photographic and cinematographic apparatus and equipment, nes",41.0,15.0
8821,-1.5487818,11.805936,55.0,Chemical products and flashlight materials for use in photografy,19.0,10.0
8822,-3.9407241,0.73723614,95.0,"Photographic film, plates and paper (other than cinematograph film)",29.0,15.0
8830,-0.8340447,1.0477214,112.0,"Cinematograph film, exposed and developed",6.0,15.0
8841,8.224565,-6.4123244,77.0,Lenses and other optical elements of any material,3.0,14.0
8842,7.8257446,11.820259,114.0,Spectacles and spectacle frames,10.0,12.0
8851,6.8209467,11.07131,111.0,"Watches, watch movements and case",5.0,12.0
8852,6.632079,11.480174,111.0,"Clocks, clock movements and parts",5.0,12.0
89,2.3032007,1.458188,,,,
8921,2.343244,10.755229,94.0,"Printed books, pamphlets, maps and globes",30.0,10.0
8922,2.4423504,11.039893,94.0,"Newspapers, journals and periodicals",30.0,10.0
8924,7.8376107,-5.766328,72.0,"Picture postcards, decalcomanias, etc, printed",6.0,14.0
8928,5.7299733,-6.3937616,113.0,"Printed matter, nes",18.0,14.0
8931,5.621858,-6.774256,113.0,"Plastic packing containers, lids, stoppers and other closures",18.0,14.0
8932,5.87737,-7.058928,113.0,Plastic sanitary and toilet articles,18.0,14.0
8933,-1.2214246,1.3242157,112.0,Personal adornments and ornaments articles of plastic,6.0,15.0
8935,6.3931284,-7.6655746,113.0,Articles of electric lighting of plastic,18.0,14.0
8939,5.99885,-7.4004283,113.0,Miscellaneous articles of plastic,18.0,14.0
8941,-0.6792035,2.4546125,100.0,"Baby carriages and parts thereof, nes",10.0,15.0
8942,7.4862394,11.746305,114.0,"Children's toys, indoor games, etc",10.0,12.0
8946,-3.4377968,0.24506424,95.0,Non-military arms and ammunition therefor,29.0,15.0
8947,8.097914,12.1122465,114.0,"Other sporting goods and fairground amusements, etc",10.0,12.0
8951,-0.67393184,3.2894075,100.0,"Office and stationary supplies, of base metal",10.0,15.0
8952,8.32589,11.719568,114.0,"Pens, pencils and, fountain pens",10.0,12.0
8959,-1.2958757,11.182359,55.0,Other office and stationary supplies,19.0,10.0
8960,-1.8454598,1.133437,112.0,"Works of art, collectors' pieces and antiques",6.0,15.0
8972,7.552169,11.050785,115.0,Imitation jewellery,5.0,12.0
8973,6.4299536,11.118656,111.0,"Precious jewellery, goldsmiths' or silversmiths' wares",5.0,12.0
8974,-0.95318437,1.2526346,112.0,"Other articles of precious metals or rolled precious metals, nes",6.0,15.0
8981,7.1600485,11.989415,114.0,"Pianos, other string musical instruments",10.0,12.0
8982,2.4434128,5.245588,98.0,"Musical instruments, nes",10.0,16.0
8983,2.3663964,7.431967,97.0,"Sound recording tape, discs",10.0,16.0
8989,-2.204454,3.5614,91.0,"Parts, nes of and accessories for musical instruments; metronomes",10.0,15.0
8991,7.8440504,11.106418,115.0,"Articles and manufacture of carving, moulding materials, nes",5.0,12.0
8993,6.6373825,-7.0197325,113.0,"Candles, matches, combustible products, etc",18.0,14.0
8994,6.959813,11.662233,114.0,"Umbrellas, canes and similar articles and parts thereof",10.0,12.0
8996,-0.68369055,0.05361695,110.0,"Orthopaedic appliances, hearing aids, artificial parts of the body",10.0,15.0
8997,10.26938,8.57587,76.0,"Basketwork, wickerwork; brooms, paint rollers, etc",4.0,17.0
8998,8.284504,11.2449255,115.0,"Small-wares and toilet articles, nes; sieves; tailors' dummies, etc",5.0,12.0
8999,10.431898,7.708725,76.0,"Manufactured goods, nes",4.0,17.0
9,9.717536,4.232045,,,,
90,1.4461026,1.1475174,,,,
91,1.3223491,2.9827056,,,,
92,3.4941273,1.4678546,,,,
93,2.5361607,2.59436,,,,
94,4.2619286,11.376618,,,,
9410,21.14936,5.7884216,1.0,"Animals, live, nes, (including zoo animals, pets, insects, etc)",4.0,1.0
95,0.72494996,1.2076634,,,,
9510,2.29535,10.370313,94.0,"Armoured fighting vehicles, war firearms, ammunition, parts, nes",30.0,10.0
96,4.876734,6.1406207,,,,
9610,1.5018406,0.67065275,92.0,"Coin (other than gold coin), not being legal tender",41.0,15.0
97,4.842458,6.6381865,,,,
9710,16.89677,7.9394045,84.0,"Gold, non-monetary (excluding gold ores and concentrates)",4.0,13.0
98,5.2437105,5.6679764,,,,
99,4.976876,6.37818,,,,
macro_0,16.172255,-4.2062826,,,,
macro_0_a,15.900154,-3.9197967,,,,
macro_0_b,16.440859,-4.36867,,,,
macro_1,20.799826,5.4490685,,,,
macro_10,-0.11031675,10.9433365,,,,
macro_10_a,2.858416,11.1823,,,,
macro_10_b,3.1671147,10.958603,,,,
macro_11,16.284698,6.75664,,,,
macro_12,7.040312,10.426041,,,,
macro_12_a,9.4817095,7.5665236,,,,
macro_12_b,9.306752,7.338428,,,,
macro_13,16.51348,7.528252,,,,
macro_14,8.0063,-6.1079817,,,,
macro_14_a,8.260365,-5.402774,,,,
macro_14_b,8.015263,-5.375801,,,,
macro_15,-0.9620497,1.5254316,,,,
macro_15_a,1.9415978,2.2355042,,,,
macro_15_b,1.2333257,1.7143936,,,,
macro_16,1.5458474,6.8748384,,,,
macro_16_a,5.532622,6.278355,,,,
macro_16_b,5.260851,6.275343,,,,
macro_17,9.62319,7.7251177,,,,
macro_17_a,11.926097,4.354812,,,,
macro_17_b,12.220396,4.3140173,,,,
macro_2,10.249441,3.936133,,,,
macro_2_a,9.655184,3.9300234,,,,
macro_2_b,9.537983,4.49156,,,,
macro_3,10.56499,2.3591397,,,,
macro_3_a,10.161205,2.1966026,,,,
macro_3_b,9.917795,2.3303633,,,,
macro_4,19.374327,5.124735,,,,
macro_5,12.823445,1.7320583,,,,
macro_6,21.673931,10.309531,,,,
macro_7,21.324501,10.016542,,,,
macro_7_a,-7.984621,1.9681158,,,,
macro_7_b,-8.966088,1.8611073,,,,
macro_8,17.118435,12.06913,,,,
macro_9,16.71245,7.2903504,,,,
